### Query	Predictor	RCSB Code	Chain	RMSD	nAlign	GDT

### ECU01_0010
ECU03_0130-m1	RAPTORX	6G2J	N	1.97	208	0.575
ECU03_0130-m1	ALPHAFOLD	1R0D	H	3.13	126	0.414
ECU03_0130-m1	ALPHAFOLD	1R0D	E	3.15	126	0.411
ECU03_0130-m1	ALPHAFOLD	1R0D	B	3.23	127	0.415
ECU03_0130-m1	ALPHAFOLD	2YM9	C	2.80	133	0.381
ECU03_0130-m1	ALPHAFOLD	1R0D	G	3.18	125	0.399

### ECU03_0150
ECU03_0150-m1	RAPTORX	6QSK	A	1.07	284	0.909
ECU03_0150-m1	RAPTORX	6QSK	D	1.05	284	0.913
ECU03_0150-m1	RAPTORX	6QSK	C	1.06	284	0.911
ECU03_0150-m1	RAPTORX	6QSK	F	1.10	284	0.910
ECU03_0150-m1	RAPTORX	6QSK	H	1.10	284	0.910
ECU03_0150-m1	ALPHAFOLD	5OGK	D	2.03	273	0.705
ECU03_0150-m1	ALPHAFOLD	5OGK	A	2.00	271	0.710
ECU03_0150-m1	ALPHAFOLD	5OGK	C	2.04	273	0.700
ECU03_0150-m1	ALPHAFOLD	6QSK	D	2.06	273	0.711
ECU03_0150-m1	ALPHAFOLD	5OGK	F	1.95	270	0.725

### ECU03_0160
ECU03_0160-m1	RAPTORX	5NNV	A	2.61	190	0.526
ECU03_0160-m1	RAPTORX	5NNV	C	2.66	189	0.516
ECU03_0160-m1	RAPTORX	5XG2	A	2.55	185	0.497
ECU03_0160-m1	RAPTORX	6EWY	A	2.34	158	0.535
ECU03_0160-m1	RAPTORX	5NNV	B	2.82	187	0.501
ECU03_0160-m1	ALPHAFOLD	6L5J	C	2.77	154	0.498
ECU03_0160-m1	ALPHAFOLD	6L5J	A	2.76	146	0.457
ECU03_0160-m1	ALPHAFOLD	6IRB	A	1.89	131	0.496
ECU03_0160-m1	ALPHAFOLD	6IRB	B	2.34	126	0.441
ECU03_0160-m1	ALPHAFOLD	2TMA	B	2.51	165	0.387

### ECU03_0170
ECU03_0170-m1	RAPTORX	6HUM	D	1.98	277	0.434
ECU03_0170-m1	RAPTORX	6HUM	D			
ECU03_0170-m1	RAPTORX	6HUM	B	2.07	274	0.411
ECU03_0170-m1	RAPTORX	6RFS	4	2.03	272	0.426
ECU03_0170-m1	RAPTORX	3RKO	M	2.02	278	0.448
ECU03_0170-m1	RAPTORX	3RKO	C	2.02	278	0.448

### ECU03_0180
ECU03_0180-m1	ALPHAFOLD	4LD6	A	3.50	77	0.355
ECU03_0180-m1	ALPHAFOLD	1FS1	B	2.97	65	0.362
ECU03_0180-m1	ALPHAFOLD	4EDA	D	4.06	79	0.313
ECU03_0180-m1	ALPHAFOLD	6CB1	M	3.14	45	0.207
ECU03_0180-m1	ALPHAFOLD	6C0F	M	3.14	45	0.207
ECU03_0180-m1	RAPTORX	2FJ8	A	3.77	71	0.275
ECU03_0180-m1	RAPTORX	1C2A	A	3.55	70	0.308
ECU03_0180-m1	RAPTORX	5LYN	A	3.99	69	0.263
ECU03_0180-m1	RAPTORX	5LYN	B	3.62	67	0.265
ECU03_0180-m1	RAPTORX	5L0Y	F	3.30	71	0.271

### ECU03_0200
ECU03_0200-m1	RAPTORX	3RCM	A	0.56	248	0.892
ECU03_0200-m1	RAPTORX	4PE8	A	1.07	247	0.863
ECU03_0200-m1	RAPTORX	4P5U	A	1.20	249	0.856
ECU03_0200-m1	RAPTORX	1XWY	A	1.29	247	0.833
ECU03_0200-m1	ALPHAFOLD	2XIO	A	1.35	260	0.834
ECU03_0200-m1	ALPHAFOLD	4PE8	A	1.35	244	0.836
ECU03_0200-m1	ALPHAFOLD	4P5U	A	1.38	246	0.835
ECU03_0200-m1	ALPHAFOLD	1XWY	A	1.42	245	0.815
ECU03_0200-m1	RAPTORX	2GZX	A	1.30	233	0.803
ECU03_0200-m1	ALPHAFOLD	2GZX	A	1.41	232	0.797

### ECU03_0210
ECU03_0210-m1	RAPTORX	2YZG	B	2.46	122	0.357
ECU03_0210-m1	RAPTORX	2YZM	B	2.55	124	0.361
ECU03_0210-m1	RAPTORX	2ZDG	C	2.80	129	0.371
ECU03_0210-m1	RAPTORX	2YZN	C	2.57	123	0.348
ECU03_0210-m1	RAPTORX	2YZG	C	2.55	121	0.352

### ECU03_0220
ECU03_0220-m1	RAPTORX	4XCD	A	0.71	506	0.969
ECU03_0220-m1	RAPTORX	4XCD	F	0.65	499	0.972
ECU03_0220-m1	RAPTORX	4XCD	B	0.66	499	0.971
ECU03_0220-m1	RAPTORX	4XCD	D	0.74	502	0.966
ECU03_0220-m1	RAPTORX	4XCD	C	1.00	503	0.937
ECU03_0220-m1	ALPHAFOLD	3KO1	E	1.54	500	0.815
ECU03_0220-m1	ALPHAFOLD	3KO1	F	1.54	500	0.816
ECU03_0220-m1	ALPHAFOLD	3KO1	A	1.54	500	0.816
ECU03_0220-m1	ALPHAFOLD	3KO1	B	1.54	500	0.816
ECU03_0220-m1	ALPHAFOLD	3KO1	C	1.54	500	0.816

### ECU03_0230
ECU03_0230-m1	ALPHAFOLD	6EM5	d	1.61	103	0.822
ECU03_0230-m1	RAPTORX	6EM5	d	1.67	104	0.794
ECU03_0230-m1	RAPTORX	4V7F	c	1.94	106	0.778
ECU03_0230-m1	ALPHAFOLD	4V7F	c	1.84	105	0.796
ECU03_0230-m1	ALPHAFOLD	3OW2	W	1.50	81	0.841
ECU03_0230-m1	ALPHAFOLD	1NJI	Y	1.49	81	0.832
ECU03_0230-m1	ALPHAFOLD	1JJ2	W	1.50	81	0.832
ECU03_0230-m1	RAPTORX	1S72	X	1.51	81	0.823
ECU03_0230-m1	RAPTORX	3CCE	X	1.51	81	0.820
ECU03_0230-m1	RAPTORX	2OTL	X	1.41	80	0.817

### ECU03_0240
ECU03_0240-m1	ALPHAFOLD	5OCH	F	2.47	518	0.613
ECU03_0240-m1	ALPHAFOLD	5OCH	G	2.41	502	0.629
ECU03_0240-m1	ALPHAFOLD	5OCH	D	2.48	518	0.609
ECU03_0240-m1	ALPHAFOLD	5OCH	H	2.42	504	0.622
ECU03_0240-m1	ALPHAFOLD	6PAQ	B	2.53	511	0.591
ECU03_0240-m1	RAPTORX	5OCH	C	1.74	275	0.424
ECU03_0240-m1	RAPTORX	5OCH	G	1.89	278	0.417
ECU03_0240-m1	RAPTORX	5OCH	A	1.86	278	0.411
ECU03_0240-m1	RAPTORX	5OCH	B	1.76	276	0.398
ECU03_0240-m1	RAPTORX	5OCH	H	1.77	270	0.407

### ECU03_0250
ECU03_0250-m1	ALPHAFOLD	4K5Y	C	2.85	195	0.482
ECU03_0250-m1	ALPHAFOLD	6KRZ	C	2.91	205	0.460
ECU03_0250-m1	ALPHAFOLD	6GDG	A	2.89	196	0.441
ECU03_0250-m1	ALPHAFOLD	6KRZ	A	2.96	206	0.469
ECU03_0250-m1	ALPHAFOLD	6KRZ	B	2.90	203	0.465
ECU03_0250-m1	RAPTORX	6G72	H	2.88	171	0.373
ECU03_0250-m1	RAPTORX	6CFW	M	3.15	180	0.377
ECU03_0250-m1	RAPTORX	5XTC	s	3.10	178	0.370
ECU03_0250-m1	RAPTORX	5XTD	s	3.10	178	0.370
ECU03_0250-m1	RAPTORX	6G2J	H	3.11	179	0.370

### ECU03_0260
ECU03_0260-m1	RAPTORX	1YWM	A	2.00	87	0.562
ECU03_0260-m1	RAPTORX	2O0I	1	2.00	87	0.560
ECU03_0260-m1	ALPHAFOLD	6F64	A	2.19	63	0.505
ECU03_0260-m1	ALPHAFOLD	4YTO	A	2.27	63	0.521
ECU03_0260-m1	ALPHAFOLD	6F63	D	2.45	64	0.476
ECU03_0260-m1	ALPHAFOLD	6F63	B	2.07	61	0.477
ECU03_0260-m1	ALPHAFOLD	6F63	C	1.35	48	0.471
ECU03_0260-m1	RAPTORX	5J0L	D	2.50	70	0.376
ECU03_0260-m1	RAPTORX	5J0L	E	2.65	67	0.349
ECU03_0260-m1	RAPTORX	5J0L	F	2.61	66	0.376

### ECU03_0270
ECU03_0270-m1	ALPHAFOLD	5A1X	E	3.10	438	0.434
ECU03_0270-m1	ALPHAFOLD	5A1W	E	3.10	438	0.434
ECU03_0270-m1	ALPHAFOLD	5A1Y	M	3.10	438	0.434
ECU03_0270-m1	ALPHAFOLD	5NZT	G	3.28	473	0.332
ECU03_0270-m1	ALPHAFOLD	5NZR	G	3.36	479	0.326
ECU03_0270-m1	RAPTORX	5A1Y	M	3.45	395	0.370
ECU03_0270-m1	RAPTORX	5A1W	E	3.45	395	0.370
ECU03_0270-m1	RAPTORX	5A1X	E	3.45	395	0.370
ECU03_0270-m1	RAPTORX	6CM9	B	3.56	400	0.348
ECU03_0270-m1	RAPTORX	6QH5	B	3.60	403	0.354

### ECU03_0280
ECU03_0280-m1	RAPTORX	2I5K	A	0.64	456	0.961
ECU03_0280-m1	RAPTORX	2I5K	B	1.02	454	0.898
ECU03_0280-m1	ALPHAFOLD	1Z90	A	1.16	448	0.886
ECU03_0280-m1	ALPHAFOLD	2I5K	B	1.14	450	0.888
ECU03_0280-m1	RAPTORX	4R7P	A	1.19	459	0.854
ECU03_0280-m1	ALPHAFOLD	5WEG	B	1.17	442	0.881
ECU03_0280-m1	ALPHAFOLD	4R7P	B	1.26	462	0.855
ECU03_0280-m1	ALPHAFOLD	1Z90	B	1.23	444	0.870
ECU03_0280-m1	RAPTORX	5WEG	B	1.29	442	0.875
ECU03_0280-m1	RAPTORX	5WEG	A	1.29	443	0.874

### ECU03_0290
ECU03_0290-m1	ALPHAFOLD	7O4J	A	1.28	1346	0.846
ECU03_0290-m1	ALPHAFOLD	7O4J	A			
ECU03_0290-m1	ALPHAFOLD	7O4J	A			
ECU03_0290-m1	ALPHAFOLD	7O72	A	1.30	1344	0.843
ECU03_0290-m1	ALPHAFOLD	7O72	A			
ECU03_0290-m1	ALPHAFOLD	7O72	A			
ECU03_0290-m1	ALPHAFOLD	7O75	A	1.32	1347	0.842
ECU03_0290-m1	ALPHAFOLD	7O75	A			
ECU03_0290-m1	ALPHAFOLD	7O75	A			
ECU03_0290-m1	ALPHAFOLD	7O4I	A	1.32	1347	0.842
ECU03_0290-m1	ALPHAFOLD	7O4I	A			
ECU03_0290-m1	ALPHAFOLD	7O4I	A			
ECU03_0290-m1	ALPHAFOLD	7O73	A	1.34	1346	0.836
ECU03_0290-m1	ALPHAFOLD	7O73	A			
ECU03_0290-m1	ALPHAFOLD	7O73	A			
ECU03_0290-m1	RAPTORX	6GML	A	1.64	1332	0.781
ECU03_0290-m1	RAPTORX	6GML	A			
ECU03_0290-m1	RAPTORX	6GML	A			
ECU03_0290-m1	RAPTORX	5OIK	A	1.79	1331	0.745
ECU03_0290-m1	RAPTORX	5OIK	A			
ECU03_0290-m1	RAPTORX	5OIK	A			
ECU03_0290-m1	RAPTORX	5FLM	A	1.81	1337	0.742
ECU03_0290-m1	RAPTORX	5FLM	A			
ECU03_0290-m1	RAPTORX	5FLM	A			
ECU03_0290-m1	RAPTORX	6GMH	A	1.80	1332	0.731
ECU03_0290-m1	RAPTORX	6GMH	A			
ECU03_0290-m1	RAPTORX	6GMH	A			
ECU03_0290-m1	RAPTORX	3RZO	A	1.94	1322	0.714
ECU03_0290-m1	RAPTORX	3RZO	A			
ECU03_0290-m1	RAPTORX	3RZO	A			

### ECU03_0300
ECU03_0300-m1	RAPTORX	6F07	D	1.30	132	0.835
ECU03_0300-m1	RAPTORX	6GYU	D	1.76	140	0.781
ECU03_0300-m1	RAPTORX	6P7V	D	1.11	120	0.869
ECU03_0300-m1	RAPTORX	6GYP	D	1.53	137	0.793
ECU03_0300-m1	RAPTORX	6P7X	D	1.19	120	0.847
ECU03_0300-m1	ALPHAFOLD	1FS1	B	1.44	113	0.804
ECU03_0300-m1	ALPHAFOLD	1FQV	P	2.00	129	0.677
ECU03_0300-m1	ALPHAFOLD	1FQV	H	2.02	128	0.684
ECU03_0300-m1	ALPHAFOLD	7B5M	S	2.06	130	0.720
ECU03_0300-m1	ALPHAFOLD	1FS2	D	1.76	120	0.738

### ECU03_0305
ECU03_0305-m1	RAPTORX	3J9T	N	0.59	95	0.976
ECU03_0305-m1	RAPTORX	6O7V	N	0.59	95	0.976
ECU03_0305-m1	RAPTORX	6O7X	N	0.88	95	0.942
ECU03_0305-m1	RAPTORX	3J9V	N	0.88	95	0.942
ECU03_0305-m1	RAPTORX	3J9U	N	0.89	95	0.939
ECU03_0305-m1	ALPHAFOLD	4IX9	C	1.42	86	0.824
ECU03_0305-m1	ALPHAFOLD	4IX9	A	1.44	86	0.830
ECU03_0305-m1	ALPHAFOLD	4IX9	D	1.40	84	0.851
ECU03_0305-m1	ALPHAFOLD	4IX9	B	1.55	87	0.815
ECU03_0305-m1	ALPHAFOLD	6XBW	L	1.56	91	0.826

### ECU03_0310
ECU03_0310-m1	ALPHAFOLD	6AZ1	L	1.09	142	0.893
ECU03_0310-m1	ALPHAFOLD	7A1G	F	1.01	139	0.910
ECU03_0310-m1	ALPHAFOLD	3JAM	Q	1.05	139	0.901
ECU03_0310-m1	ALPHAFOLD	6ZXG	Q	1.02	138	0.911
ECU03_0310-m1	ALPHAFOLD	6ZXH	Q	1.01	138	0.921
ECU03_0310-m1	RAPTORX	4B3S	I	2.15	108	0.626
ECU03_0310-m1	RAPTORX	2UUA	I	2.10	108	0.612
ECU03_0310-m1	RAPTORX	2UUC	I	2.11	108	0.618
ECU03_0310-m1	RAPTORX	4JI3	I	2.10	108	0.624
ECU03_0310-m1	RAPTORX	4DR7	I	2.20	108	0.614

### ECU03_0320
ECU03_0320-m1	ALPHAFOLD	6EM5	L	1.26	120	0.883
ECU03_0320-m1	ALPHAFOLD	4V7F	K	1.78	154	0.808
ECU03_0320-m1	RAPTORX	6EM5	L	1.83	98	0.660
ECU03_0320-m1	RAPTORX	4V7F	K	1.59	96	0.515
ECU03_0320-m1	ALPHAFOLD	7BWK	J	3.37	67	0.334
ECU03_0320-m1	ALPHAFOLD	7BWK	E	3.55	69	0.321
ECU03_0320-m1	ALPHAFOLD	7JRP	R	3.76	66	0.298
ECU03_0320-m1	RAPTORX	6EZN	C	2.88	63	0.304
ECU03_0320-m1	RAPTORX	6C26	3	3.10	66	0.288
ECU03_0320-m1	RAPTORX	2MZ8	A	3.33	98	0.367

### ECU03_0330
ECU03_0330-m1	RAPTORX	4TZ7	A	1.12	268	0.840
ECU03_0330-m1	RAPTORX	6CN3	A	1.35	264	0.813
ECU03_0330-m1	RAPTORX	5E3S	A	1.32	268	0.823
ECU03_0330-m1	RAPTORX	6CN2	A	1.56	264	0.764
ECU03_0330-m1	RAPTORX	6CMW	A	1.58	267	0.781
ECU03_0330-m1	ALPHAFOLD	6CMW	A	2.06	262	0.676
ECU03_0330-m1	ALPHAFOLD	5E3T	A	1.94	255	0.666
ECU03_0330-m1	ALPHAFOLD	5E3U	A	2.06	257	0.671
ECU03_0330-m1	ALPHAFOLD	6CN2	A	2.09	257	0.649
ECU03_0330-m1	ALPHAFOLD	7N7K	A	2.31	264	0.644

### ECU03_0340
ECU03_0340-m1	RAPTORX	3NA5	A	1.28	478	0.815
ECU03_0340-m1	RAPTORX	3NA5	B	1.31	477	0.806
ECU03_0340-m1	RAPTORX	2FUV	A	1.45	470	0.779
ECU03_0340-m1	RAPTORX	2FUV	B	1.45	468	0.767
ECU03_0340-m1	RAPTORX	3OLP	A	1.68	476	0.736
ECU03_0340-m1	ALPHAFOLD	1TUO	A	2.18	408	0.685
ECU03_0340-m1	ALPHAFOLD	6NQG	A	2.54	413	0.614
ECU03_0340-m1	ALPHAFOLD	6NPX	A	2.60	415	0.603
ECU03_0340-m1	ALPHAFOLD	6NP8	A	2.60	413	0.601
ECU03_0340-m1	ALPHAFOLD	6NNP	A	2.59	410	0.595

### ECU03_0350
ECU03_0350-m1	ALPHAFOLD	3KPA	B	3.81	65	0.211
ECU03_0350-m1	ALPHAFOLD	2N3F	A	3.52	97	0.290
ECU03_0350-m1	ALPHAFOLD	3KPA	C	3.87	65	0.208
ECU03_0350-m1	ALPHAFOLD	3KPA	A	3.80	65	0.201
ECU03_0350-m1	ALPHAFOLD	4AZR	A	3.49	73	0.281

### ECU03_0360
ECU03_0360-m1	RAPTORX	1B34	A	0.33	80	0.997
ECU03_0360-m1	RAPTORX	6AH0	j	0.72	82	0.973
ECU03_0360-m1	RAPTORX	6ID1	j	0.72	82	0.973
ECU03_0360-m1	RAPTORX	6ICZ	c	0.72	82	0.973
ECU03_0360-m1	RAPTORX	5Z58	j	0.72	82	0.973
ECU03_0360-m1	ALPHAFOLD	6PPV	D	1.03	81	0.930
ECU03_0360-m1	ALPHAFOLD	6PPN	D	1.33	86	0.886
ECU03_0360-m1	ALPHAFOLD	6PPQ	D	1.06	81	0.924
ECU03_0360-m1	ALPHAFOLD	6PPP	L	1.30	86	0.878
ECU03_0360-m1	ALPHAFOLD	6PPP	D	1.27	86	0.881

### ECU03_0370
ECU03_0370-m1	RAPTORX	1T8B	B	3.43	148	0.375
ECU03_0370-m1	RAPTORX	1T8B	A	3.45	148	0.375
ECU03_0370-m1	RAPTORX	2OLT	B	3.46	142	0.362
ECU03_0370-m1	RAPTORX	2OLT	A	3.57	143	0.353
ECU03_0370-m1	RAPTORX	2IIU	B	3.44	124	0.322
ECU03_0370-m1	ALPHAFOLD	4UOS	A	3.06	100	0.324
ECU03_0370-m1	ALPHAFOLD	6JC4	D	2.88	101	0.326
ECU03_0370-m1	ALPHAFOLD	6JC4	B	2.93	103	0.330
ECU03_0370-m1	ALPHAFOLD	6JC4	C	2.93	103	0.333
ECU03_0370-m1	ALPHAFOLD	6JC4	A	2.97	104	0.329

### ECU03_0375
ECU03_0375-m1	ALPHAFOLD	1H2S	B	2.05	58	0.713
ECU03_0375-m1	ALPHAFOLD	5JJN	B	1.96	58	0.680
ECU03_0375-m1	ALPHAFOLD	5JJJ	B	1.86	56	0.688
ECU03_0375-m1	ALPHAFOLD	5JJN	D	1.88	57	0.684
ECU03_0375-m1	ALPHAFOLD	4GYC	B	1.95	57	0.680
ECU03_0375-m1	RAPTORX	3SJA	C	1.88	55	0.643
ECU03_0375-m1	RAPTORX	3SJA	G	1.88	55	0.643
ECU03_0375-m1	RAPTORX	3SJA	J	1.88	55	0.639
ECU03_0375-m1	RAPTORX	3SJA	H	1.89	55	0.639
ECU03_0375-m1	RAPTORX	6AHX	A	2.14	56	0.692

### ECU03_0377
ECU03_0377-m1	ALPHAFOLD	6CKN	A	2.40	60	0.585
ECU03_0377-m1	ALPHAFOLD	6SWG	A	2.24	60	0.566
ECU03_0377-m1	ALPHAFOLD	6CKO	B	2.33	58	0.616
ECU03_0377-m1	ALPHAFOLD	1H2S	B	2.47	55	0.621
ECU03_0377-m1	ALPHAFOLD	4JO7	E	2.62	63	0.513
ECU03_0377-m1	RAPTORX	3FWC	D	3.94	42	0.224
ECU03_0377-m1	RAPTORX	3FWC	L	3.54	35	0.205
ECU03_0377-m1	RAPTORX	6ESI	F	3.92	49	0.293
ECU03_0377-m1	RAPTORX	6UPK	B	3.56	41	0.292
ECU03_0377-m1	RAPTORX	4DHX	F	3.45	34	0.215

### ECU03_0390
ECU03_0390-m1	RAPTORX	5DO7	B	1.06	525	0.867
ECU03_0390-m1	RAPTORX	5DO7	D	1.19	514	0.839
ECU03_0390-m1	ALPHAFOLD	7R8C	A	1.81	535	0.740
ECU03_0390-m1	ALPHAFOLD	7R8C	B	1.81	535	0.740
ECU03_0390-m1	ALPHAFOLD	6FFC	B	1.80	542	0.723
ECU03_0390-m1	ALPHAFOLD	6FFC	A	1.80	542	0.723
ECU03_0390-m1	ALPHAFOLD	6HIJ	A	1.80	542	0.723
ECU03_0390-m1	RAPTORX	5DO7	A	2.49	502	0.572
ECU03_0390-m1	RAPTORX	5DO7	C	2.41	495	0.572
ECU03_0390-m1	RAPTORX	6FFC	A	2.55	491	0.571

### ECU03_0400
ECU03_0400-m1	ALPHAFOLD	6O9M	1	3.78	196	0.286
ECU03_0400-m1	ALPHAFOLD	6NMI	C	3.47	143	0.235

### ECU03_0410
ECU03_0410-m1	RAPTORX	6GZH	B	0.63	227	0.971
ECU03_0410-m1	RAPTORX	4EC9	B	0.71	227	0.962
ECU03_0410-m1	RAPTORX	3BLQ	B	0.71	227	0.965
ECU03_0410-m1	RAPTORX	4BCG	B	0.70	227	0.966
ECU03_0410-m1	RAPTORX	3TNI	B	0.70	227	0.964
ECU03_0410-m1	ALPHAFOLD	4IMY	F	2.44	178	0.536
ECU03_0410-m1	ALPHAFOLD	4IMY	B	2.44	178	0.535
ECU03_0410-m1	ALPHAFOLD	4IMY	D	2.44	178	0.535
ECU03_0410-m1	ALPHAFOLD	3TNH	B	2.43	174	0.525
ECU03_0410-m1	ALPHAFOLD	3MI9	B	2.62	179	0.527

### ECU03_0430
ECU03_0430-m1	RAPTORX	5NNZ	B	1.11	310	0.847
ECU03_0430-m1	RAPTORX	5NNZ	A	1.19	310	0.828
ECU03_0430-m1	ALPHAFOLD	5NNZ	B	1.56	311	0.726
ECU03_0430-m1	ALPHAFOLD	6Y7N	B	1.61	304	0.801
ECU03_0430-m1	ALPHAFOLD	6Y7N	A	1.61	304	0.802
ECU03_0430-m1	ALPHAFOLD	5NNZ	A	1.61	311	0.728
ECU03_0430-m1	ALPHAFOLD	6Y7O	C	1.59	299	0.796
ECU03_0430-m1	RAPTORX	5MZH	A	0.92	310	0.757
ECU03_0430-m1	RAPTORX	5NAF	D	1.72	305	0.735
ECU03_0430-m1	RAPTORX	6G6M	A	1.73	302	0.735

### ECU03_0440
ECU03_0440-m1	RAPTORX	4C2M	B	1.16	980	0.872
ECU03_0440-m1	ALPHAFOLD	6HLQ	B	1.52	1010	0.830
ECU03_0440-m1	ALPHAFOLD	5W64	B	1.48	1007	0.827
ECU03_0440-m1	ALPHAFOLD	5W5Y	B	1.53	1011	0.828
ECU03_0440-m1	ALPHAFOLD	5W65	B	1.50	1009	0.823
ECU03_0440-m1	ALPHAFOLD	6RWE	B	1.51	1009	0.833
ECU03_0440-m1	RAPTORX	4C2M	Q	1.27	972	0.841
ECU03_0440-m1	RAPTORX	4C3H	B	1.31	972	0.848
ECU03_0440-m1	RAPTORX	6HLS	B	1.22	959	0.838
ECU03_0440-m1	RAPTORX	4C3J	B	1.37	971	0.842

### ECU03_0450
ECU03_0450-m1	RAPTORX	5CTD	B	3.06	49	0.352
ECU03_0450-m1	RAPTORX	5CTI	B	3.12	47	0.366
ECU03_0450-m1	RAPTORX	5CTI	C	3.08	44	0.335
ECU03_0450-m1	RAPTORX	5CTD	C	3.13	45	0.340
ECU03_0450-m1	ALPHAFOLD	7JRO	d	3.51	46	0.326
ECU03_0450-m1	ALPHAFOLD	7JRP	d	3.51	46	0.326
ECU03_0450-m1	ALPHAFOLD	2KLU	A	3.76	55	0.285
ECU03_0450-m1	ALPHAFOLD	2KLU	A			
ECU03_0450-m1	ALPHAFOLD	5Y3A	F	3.02	51	0.404
ECU03_0450-m1	ALPHAFOLD	5VWL	A	2.83	51	0.337
ECU03_0450-m1	RAPTORX	2P22	D	3.35	43	0.285

### ECU03_0460
ECU03_0460-m1	RAPTORX	2HJH	A	0.93	288	0.875
ECU03_0460-m1	RAPTORX	2HJH	B	1.09	288	0.847
ECU03_0460-m1	RAPTORX	4IF6	A	1.63	264	0.828
ECU03_0460-m1	RAPTORX	4KXQ	A	1.56	263	0.822
ECU03_0460-m1	RAPTORX	4I5I	B	1.66	259	0.782
ECU03_0460-m1	ALPHAFOLD	1ICI	A	1.91	245	0.743
ECU03_0460-m1	ALPHAFOLD	4BVH	B	1.99	252	0.696
ECU03_0460-m1	ALPHAFOLD	4BV3	A	2.04	250	0.692
ECU03_0460-m1	ALPHAFOLD	4I5I	A	1.85	244	0.696
ECU03_0460-m1	ALPHAFOLD	4I5I	B	1.85	244	0.696

### ECU03_0470
ECU03_0470-m1	RAPTORX	4KAX	A	0.47	157	0.948
ECU03_0470-m1	RAPTORX	3VHX	A	0.56	156	0.943
ECU03_0470-m1	RAPTORX	3VHX	C	0.57	156	0.941
ECU03_0470-m1	RAPTORX	2J5X	A	0.67	158	0.936
ECU03_0470-m1	RAPTORX	3VHX	E	0.58	156	0.943
ECU03_0470-m1	ALPHAFOLD	1KSH	A	1.47	155	0.846
ECU03_0470-m1	ALPHAFOLD	1KSJ	A	1.39	153	0.835
ECU03_0470-m1	ALPHAFOLD	5DI3	A	1.53	154	0.808
ECU03_0470-m1	ALPHAFOLD	3BH7	A	1.60	152	0.803
ECU03_0470-m1	ALPHAFOLD	3BH6	A	1.55	151	0.797

### ECU03_0480
ECU03_0480-m1	RAPTORX	4DGW	C	1.76	85	0.513
ECU03_0480-m1	ALPHAFOLD	4DGW	C	2.30	90	0.495
ECU03_0480-m1	RAPTORX	6G90	U	2.37	103	0.426
ECU03_0480-m1	RAPTORX	5ZWO	v	2.09	89	0.422
ECU03_0480-m1	ALPHAFOLD	3W1Z	B	2.21	80	0.413
ECU03_0480-m1	ALPHAFOLD	7ABI	F	2.02	82	0.395
ECU03_0480-m1	ALPHAFOLD	5NMS	A	2.25	78	0.399
ECU03_0480-m1	ALPHAFOLD	5NMS	J	2.25	78	0.399
ECU03_0480-m1	RAPTORX	3NCT	A	3.41	77	0.305
ECU03_0480-m1	RAPTORX	3NCT	B	3.54	79	0.311

### ECU03_0490
ECU03_0490-m1	RAPTORX	5XOG	I	1.55	65	0.548
ECU03_0490-m1	RAPTORX	3HOW	I	1.50	65	0.560
ECU03_0490-m1	RAPTORX	6BM2	I	1.43	65	0.562
ECU03_0490-m1	RAPTORX	6BLP	I	1.44	65	0.560
ECU03_0490-m1	RAPTORX	5W4U	I	1.44	65	0.562
ECU03_0490-m1	ALPHAFOLD	5FJ9	I	1.65	46	0.383
ECU03_0490-m1	ALPHAFOLD	5FJA	I	1.67	46	0.383
ECU03_0490-m1	ALPHAFOLD	5XOG	I	2.42	51	0.361
ECU03_0490-m1	ALPHAFOLD	3HOW	I	2.58	53	0.365
ECU03_0490-m1	ALPHAFOLD	6GYM	I	2.55	53	0.373

### ECU03_0500
ECU03_0500-m1	RAPTORX	1U7L	A	1.17	340	0.855
ECU03_0500-m1	RAPTORX	3J9V	O	2.05	345	0.689
ECU03_0500-m1	RAPTORX	6O7X	O	2.05	345	0.688
ECU03_0500-m1	RAPTORX	5VOZ	O	2.02	341	0.697
ECU03_0500-m1	RAPTORX	3J9T	O	2.15	336	0.681
ECU03_0500-m1	ALPHAFOLD	7KHR	G	3.01	296	0.474
ECU03_0500-m1	ALPHAFOLD	6XBY	G	3.03	292	0.464
ECU03_0500-m1	ALPHAFOLD	6VQJ	G	3.10	306	0.472
ECU03_0500-m1	ALPHAFOLD	6VQ7	G	3.10	306	0.472
ECU03_0500-m1	ALPHAFOLD	6XBW	G	3.07	297	0.465

### ECU03_0510
ECU03_0510-m1	RAPTORX	4A0C	B	2.50	1002	0.564
ECU03_0510-m1	RAPTORX	4A0C	A	2.48	983	0.556
ECU03_0510-m1	RAPTORX	1U6G	C	2.73	900	0.502
ECU03_0510-m1	RAPTORX	3W3Z	A	3.50	551	0.291
ECU03_0510-m1	RAPTORX	6FVB	A	3.66	561	0.286

### ECU03_0520
ECU03_0520-m1	RAPTORX	3D2E	A	0.96	607	0.917
ECU03_0520-m1	RAPTORX	3D2E	A			
ECU03_0520-m1	RAPTORX	3D2F	A	1.00	614	0.919
ECU03_0520-m1	RAPTORX	3D2F	A			
ECU03_0520-m1	RAPTORX	2QXL	B	1.03	612	0.906
ECU03_0520-m1	RAPTORX	2QXL	B			
ECU03_0520-m1	RAPTORX	2QXL	A	1.01	599	0.903
