### Query	Predictor	RCSB Code	Chain	sTMscore	TMscore	Dali_Z	SPscore	Length	RMSD	Seq_Id

### ECU01_0010
ECU03_0390-m1	ALPHAFOLD	7R8C	A	0.914	0.867	38.28	1.362	539	2.092	26.5
ECU03_0390-m1	ALPHAFOLD	7R8C	B	0.914	0.867	38.28	1.362	539	2.092	26.5
ECU03_0390-m1	ALPHAFOLD	6FFC	B	0.861	0.877	36.14	1.351	545	2.153	29.0
ECU03_0390-m1	ALPHAFOLD	6FFC	A	0.861	0.877	36.14	1.351	545	2.153	29.0
ECU03_0390-m1	ALPHAFOLD	6HIJ	A	0.861	0.877	36.15	1.351	545	2.154	29.0
ECU03_0390-m1	RAPTORX	5DO7	A	0.766	0.804	27.39	1.094	525	3.100	22.3
ECU03_0390-m1	RAPTORX	5DO7	C	0.763	0.792	27.36	1.078	517	3.063	22.4
ECU03_0390-m1	RAPTORX	6FFC	A	0.750	0.777	28.95	1.070	508	3.097	26.8

### ECU03_0400
ECU03_0400-m1	ALPHAFOLD	6O9M	1	0.385	0.420	3.36	0.372	206	5.012	11.7
ECU03_0400-m1	ALPHAFOLD	6NMI	C	0.357	0.406	3.79	0.359	201	5.166	6.5

### ECU03_0410
ECU03_0410-m1	RAPTORX	6GZH	B	0.950	0.982	34.15	1.269	227	0.694	14.5
ECU03_0410-m1	RAPTORX	4EC9	B	0.939	0.979	33.21	1.260	227	0.768	14.5
ECU03_0410-m1	RAPTORX	3BLQ	B	0.932	0.979	33.51	1.260	227	0.763	14.5
ECU03_0410-m1	RAPTORX	4BCG	B	0.935	0.980	33.29	1.259	227	0.759	14.5
ECU03_0410-m1	RAPTORX	3TNI	B	0.940	0.979	32.99	1.257	227	0.779	15.0
ECU03_0410-m1	ALPHAFOLD	4IMY	F	0.629	0.675	15.42	0.770	182	2.879	15.9
ECU03_0410-m1	ALPHAFOLD	4IMY	B	0.629	0.675	15.40	0.769	182	2.879	15.9
ECU03_0410-m1	ALPHAFOLD	4IMY	D	0.629	0.675	15.37	0.769	182	2.879	15.9
ECU03_0410-m1	ALPHAFOLD	3TNH	B	0.617	0.662	15.24	0.750	182	3.046	15.9
ECU03_0410-m1	ALPHAFOLD	3MI9	B	0.620	0.667	15.14	0.757	182	2.897	15.9

### ECU03_0430
ECU03_0430-m1	RAPTORX	5NNZ	B	0.825	0.766	44.14	1.327	310	1.204	20.0
ECU03_0430-m1	RAPTORX	5NNZ	A	0.826	0.761	42.56	1.306	310	1.336	19.7
ECU03_0430-m1	ALPHAFOLD	5NNZ	B	0.798	0.746	39.82	1.203	312	1.767	21.5
ECU03_0430-m1	ALPHAFOLD	6Y7N	B	0.838	0.734	40.40	1.225	308	1.950	28.2
ECU03_0430-m1	ALPHAFOLD	6Y7N	A	0.833	0.729	39.98	1.220	306	1.943	28.8
ECU03_0430-m1	ALPHAFOLD	5NNZ	A	0.796	0.745	38.49	1.195	312	1.777	20.8
ECU03_0430-m1	ALPHAFOLD	6Y7O	C	0.859	0.718	39.35	1.209	301	1.873	28.9
ECU03_0430-m1	RAPTORX	5MZH	A	0.718	0.773	46.43	1.339	310	1.065	20.0
ECU03_0430-m1	RAPTORX	5NAF	D	0.778	0.724	37.73	1.173	306	2.047	24.5
ECU03_0430-m1	RAPTORX	6G6M	A	0.811	0.722	38.94	1.183	305	1.956	27.5

### ECU03_0440
ECU03_0440-m1	RAPTORX	4C2M	B	0.898	0.931	41.10	1.786	1004	1.967	40.7
ECU03_0440-m1	ALPHAFOLD	6HLQ	B	0.887	0.938	34.82	1.728	1012	1.827	41.3
ECU03_0440-m1	ALPHAFOLD	5W64	B	0.886	0.944	34.78	1.734	1019	1.839	39.9
ECU03_0440-m1	ALPHAFOLD	5W5Y	B	0.889	0.944	35.32	1.732	1019	1.851	39.9
ECU03_0440-m1	ALPHAFOLD	5W65	B	0.887	0.940	34.92	1.719	1016	1.883	39.8
ECU03_0440-m1	ALPHAFOLD	6RWE	B	0.885	0.938	34.71	1.730	1013	1.866	41.1
ECU03_0440-m1	RAPTORX	4C2M	Q	0.888	0.922	41.06	1.743	999	2.086	40.7
ECU03_0440-m1	RAPTORX	4C3H	B	0.877	0.920	38.89	1.721	1000	2.220	40.4
ECU03_0440-m1	RAPTORX	6HLS	B	0.857	0.901	37.52	1.731	974	2.011	40.2
ECU03_0440-m1	RAPTORX	4C3J	B	0.869	0.914	38.82	1.711	995	2.288	40.4

### ECU03_0450
ECU03_0450-m1	RAPTORX	5CTD	B	0.236	0.231	-0.33	0.426	41	3.026	7.3
ECU03_0450-m1	RAPTORX	5CTI	B	0.224	0.221	-0.44	0.412	42	3.653	9.5
ECU03_0450-m1	RAPTORX	5CTI	C	0.222	0.209	-0.38	0.388	39	3.463	7.7
ECU03_0450-m1	RAPTORX	5CTD	C	0.220	0.209	-0.40	0.416	38	3.476	7.9
ECU03_0450-m1	ALPHAFOLD	7JRO	d	0.152	0.136	-1.38	0.332	20	2.595	10.0
ECU03_0450-m1	ALPHAFOLD	7JRP	d	0.152	0.136	-1.38	0.332	20	2.595	10.0
ECU03_0450-m1	ALPHAFOLD	2KLU	A	0.180	0.206	-1.63	0.064	29	3.022	6.9
ECU03_0450-m1	ALPHAFOLD	5Y3A	F	0.176	0.137	-1.19	0.383	18	1.871	5.6
ECU03_0450-m1	ALPHAFOLD	5VWL	A	0.164	0.221	-1.92	0.056	37	4.247	5.4
ECU03_0450-m1	RAPTORX	2P22	D	0.191	0.179	-1.03	0.364	28	2.959	3.6

### ECU03_0460
ECU03_0460-m1	RAPTORX	2HJH	A	0.822	0.785	38.26	1.283	288	1.251	26.0
ECU03_0460-m1	RAPTORX	2HJH	B	0.812	0.777	36.72	1.245	288	1.496	26.0
ECU03_0460-m1	RAPTORX	4IF6	A	0.772	0.693	30.31	1.097	265	1.909	28.7
ECU03_0460-m1	RAPTORX	4KXQ	A	0.796	0.682	30.97	1.118	258	1.737	29.5
ECU03_0460-m1	RAPTORX	4I5I	B	0.834	0.675	30.86	1.080	262	2.107	28.6
ECU03_0460-m1	ALPHAFOLD	1ICI	A	0.801	0.609	23.25	0.973	243	2.343	22.6
ECU03_0460-m1	ALPHAFOLD	4BVH	B	0.772	0.643	25.21	0.961	258	2.470	27.9
ECU03_0460-m1	ALPHAFOLD	4BV3	A	0.749	0.638	24.29	0.921	262	2.729	27.5
ECU03_0460-m1	ALPHAFOLD	4I5I	A	0.751	0.618	25.21	0.947	247	2.358	30.0
ECU03_0460-m1	ALPHAFOLD	4I5I	B	0.756	0.616	25.06	0.943	247	2.390	30.0

### ECU03_0470
ECU03_0470-m1	RAPTORX	4KAX	A	0.937	0.813	29.63	1.141	157	0.550	33.8
ECU03_0470-m1	RAPTORX	3VHX	A	0.930	0.806	28.69	1.132	156	0.557	34.0
ECU03_0470-m1	RAPTORX	3VHX	C	0.917	0.804	28.60	1.127	156	0.632	34.0
ECU03_0470-m1	RAPTORX	2J5X	A	0.928	0.808	28.08	1.120	158	0.826	34.2
ECU03_0470-m1	RAPTORX	3VHX	E	0.922	0.804	28.49	1.127	156	0.637	34.0
ECU03_0470-m1	ALPHAFOLD	1KSH	A	0.799	0.753	23.45	1.003	156	1.712	37.8
ECU03_0470-m1	ALPHAFOLD	1KSJ	A	0.797	0.742	22.03	0.990	155	1.790	37.4
ECU03_0470-m1	ALPHAFOLD	5DI3	A	0.795	0.748	21.92	0.993	157	1.850	32.5
ECU03_0470-m1	ALPHAFOLD	3BH7	A	0.766	0.722	21.26	0.965	152	1.891	36.8
ECU03_0470-m1	ALPHAFOLD	3BH6	A	0.785	0.726	21.78	0.978	153	1.867	35.3

### ECU03_0480
ECU03_0480-m1	RAPTORX	4DGW	C	0.525	0.410	5.57	0.674	86	2.269	19.8
ECU03_0480-m1	ALPHAFOLD	4DGW	C	0.461	0.401	5.35	0.639	93	2.874	23.7
ECU03_0480-m1	RAPTORX	6G90	U	0.443	0.464	5.62	0.543	105	3.210	20.0
ECU03_0480-m1	RAPTORX	5ZWO	v	0.431	0.420	5.21	0.710	86	1.979	19.8
ECU03_0480-m1	ALPHAFOLD	3W1Z	B	0.423	0.361	4.91	0.590	82	2.705	14.6
ECU03_0480-m1	ALPHAFOLD	7ABI	F	0.384	0.391	4.52	0.711	84	2.377	29.8
ECU03_0480-m1	ALPHAFOLD	5NMS	A	0.394	0.347	3.40	0.572	81	2.875	6.2
ECU03_0480-m1	ALPHAFOLD	5NMS	J	0.394	0.347	3.40	0.572	81	2.875	6.2
ECU03_0480-m1	RAPTORX	3NCT	A	0.310	0.275	0.81	0.366	75	3.796	9.3
ECU03_0480-m1	RAPTORX	3NCT	B	0.295	0.276	0.79	0.363	75	3.810	9.3

### ECU03_0490
ECU03_0490-m1	RAPTORX	5XOG	I	0.527	0.562	6.43	0.783	64	1.485	28.1
ECU03_0490-m1	RAPTORX	3HOW	I	0.520	0.569	6.49	0.782	64	1.346	21.9
ECU03_0490-m1	RAPTORX	6BM2	I	0.554	0.573	6.82	0.784	64	1.307	21.9
ECU03_0490-m1	RAPTORX	6BLP	I	0.554	0.572	6.79	0.783	64	1.303	21.9
ECU03_0490-m1	RAPTORX	5W4U	I	0.528	0.571	6.72	0.781	64	1.301	21.9
ECU03_0490-m1	ALPHAFOLD	5FJ9	I	0.377	0.351	2.24	0.614	45	1.843	53.3
ECU03_0490-m1	ALPHAFOLD	5FJA	I	0.374	0.349	2.10	0.610	45	1.877	53.3
ECU03_0490-m1	ALPHAFOLD	5XOG	I	0.309	0.355	1.84	0.540	46	2.208	34.8
ECU03_0490-m1	ALPHAFOLD	3HOW	I	0.338	0.392	2.00	0.559	54	3.029	22.2
ECU03_0490-m1	ALPHAFOLD	6GYM	I	0.348	0.393	2.06	0.562	53	2.881	20.8

### ECU03_0500
ECU03_0500-m1	RAPTORX	1U7L	A	0.898	0.933	38.10	1.333	340	1.299	19.1
ECU03_0500-m1	RAPTORX	3J9V	O	0.839	0.900	30.63	1.122	347	2.217	18.7
ECU03_0500-m1	RAPTORX	6O7X	O	0.839	0.900	30.63	1.122	347	2.217	18.7
ECU03_0500-m1	RAPTORX	5VOZ	O	0.836	0.897	28.87	1.111	348	2.372	18.7
ECU03_0500-m1	RAPTORX	3J9T	O	0.810	0.877	30.90	1.057	345	2.527	18.8
ECU03_0500-m1	ALPHAFOLD	7KHR	G	0.659	0.719	20.43	0.698	327	4.079	20.5
ECU03_0500-m1	ALPHAFOLD	6XBY	G	0.659	0.704	20.71	0.691	320	4.058	20.3
ECU03_0500-m1	ALPHAFOLD	6VQJ	G	0.663	0.708	19.60	0.657	327	4.321	22.9
ECU03_0500-m1	ALPHAFOLD	6VQ7	G	0.663	0.708	19.60	0.657	327	4.321	22.9
ECU03_0500-m1	ALPHAFOLD	6XBW	G	0.652	0.710	20.19	0.685	322	4.037	20.5

### ECU03_0510
ECU03_0510-m1	RAPTORX	4A0C	B	0.799	0.776	27.31	1.262	1049	3.233	12.1
ECU03_0510-m1	RAPTORX	4A0C	A	0.800	0.770	29.02	1.209	1050	3.405	12.2
ECU03_0510-m1	RAPTORX	1U6G	C	0.746	0.721	25.78	0.948	1028	4.135	11.8
ECU03_0510-m1	RAPTORX	3W3Z	A	0.468	0.408	5.20	0.486	628	5.387	7.0
ECU03_0510-m1	RAPTORX	6FVB	A	0.479	0.415	5.22	0.489	633	5.118	8.4

### ECU03_0520
ECU03_0520-m1	RAPTORX	3D2E	A	0.913	0.876	44.88	1.628	608	1.193	20.4
ECU03_0520-m1	RAPTORX	3D2F	A	0.920	0.886	45.57	1.647	614	1.114	20.0
ECU03_0520-m1	RAPTORX	2QXL	B	0.911	0.881	44.12	1.631	612	1.242	19.8
ECU03_0520-m1	RAPTORX	2QXL	A	0.911	0.864	43.92	1.611	601	1.243	20.1
ECU03_0520-m1	RAPTORX	3D2F	C	0.913	0.878	44.89	1.600	614	1.442	20.2
ECU03_0520-m1	ALPHAFOLD	7KZU	A	0.901	0.736	39.65	1.430	520	1.651	41.7
ECU03_0520-m1	ALPHAFOLD	5NRO	A	0.897	0.817	36.89	1.327	596	2.463	38.6
ECU03_0520-m1	ALPHAFOLD	4B9Q	B	0.857	0.778	34.15	1.259	575	2.753	38.1
ECU03_0520-m1	ALPHAFOLD	4B9Q	C	0.857	0.778	34.53	1.256	575	2.741	38.4
ECU03_0520-m1	ALPHAFOLD	4B9Q	D	0.849	0.771	34.34	1.237	573	2.874	38.0

### ECU03_0530
ECU03_0530-m1	RAPTORX	3KYQ	A	0.904	0.944	29.71	1.139	168	0.592	31.5
ECU03_0530-m1	RAPTORX	6J74	C	0.883	0.924	26.09	1.098	168	0.990	31.5
ECU03_0530-m1	RAPTORX	6J7X	C	0.849	0.909	25.49	1.069	168	1.261	31.5
ECU03_0530-m1	RAPTORX	6J7F	C	0.830	0.901	25.03	1.051	168	1.474	31.5
ECU03_0530-m1	RAPTORX	3BW6	A	0.702	0.582	14.24	0.795	109	1.406	22.0
ECU03_0530-m1	ALPHAFOLD	3BW6	A	0.664	0.561	13.16	0.755	109	1.607	22.0
ECU03_0530-m1	ALPHAFOLD	1H8M	A	0.654	0.556	11.00	0.723	114	2.207	21.9
ECU03_0530-m1	ALPHAFOLD	3KYQ	A	0.587	0.650	14.23	0.740	132	2.393	23.5
ECU03_0530-m1	ALPHAFOLD	1IOU	A	0.530	0.566	1.08	0.146	113	2.149	22.1
ECU03_0530-m1	ALPHAFOLD	6J7X	C	0.581	0.648	13.72	0.736	132	2.330	23.5

### ECU03_0540
ECU03_0540-m1	RAPTORX	2O8B	A	0.895	0.933	36.40	1.454	702	2.506	29.6
ECU03_0540-m1	RAPTORX	2O8D	A	0.888	0.929	35.43	1.436	701	2.577	29.7
ECU03_0540-m1	RAPTORX	2O8F	A	0.888	0.934	34.38	1.440	702	2.421	29.8
ECU03_0540-m1	RAPTORX	2O8C	A	0.888	0.929	34.77	1.426	701	2.589	29.5
ECU03_0540-m1	RAPTORX	2O8E	A	0.876	0.925	34.33	1.385	702	2.655	29.8
ECU03_0540-m1	ALPHAFOLD	1W7A	B	0.759	0.828	26.77	1.013	670	3.747	25.5
ECU03_0540-m1	ALPHAFOLD	1WBB	B	0.748	0.818	26.21	1.005	662	3.746	25.1
ECU03_0540-m1	ALPHAFOLD	1WB9	B	0.754	0.818	26.44	1.006	661	3.703	25.1
ECU03_0540-m1	ALPHAFOLD	1E3M	B	0.702	0.787	23.36	0.939	644	3.930	24.1
ECU03_0540-m1	ALPHAFOLD	1OH8	B	0.750	0.813	26.10	0.986	659	3.750	25.0

### ECU03_0560
ECU03_0560-m1	RAPTORX	2G77	A	0.854	0.872	42.15	1.310	298	1.070	22.1
ECU03_0560-m1	RAPTORX	1FKM	A	0.810	0.825	35.10	1.212	290	1.721	22.4
ECU03_0560-m1	RAPTORX	2QFZ	A	0.863	0.818	36.69	1.237	284	1.308	22.2
ECU03_0560-m1	RAPTORX	2QFZ	B	0.867	0.815	36.45	1.225	284	1.440	22.2
ECU03_0560-m1	RAPTORX	6D0S	A	0.831	0.741	31.18	1.095	265	1.844	23.4
ECU03_0560-m1	ALPHAFOLD	2QFZ	B	0.803	0.756	29.53	1.024	281	2.373	22.8
ECU03_0560-m1	ALPHAFOLD	2QFZ	A	0.799	0.758	29.54	1.028	281	2.353	22.8
ECU03_0560-m1	ALPHAFOLD	5TUB	B	0.750	0.799	29.82	1.067	292	2.396	19.2
ECU03_0560-m1	ALPHAFOLD	5TUC	A	0.748	0.795	29.21	1.055	293	2.529	20.1
ECU03_0560-m1	ALPHAFOLD	5TUC	B	0.773	0.767	27.82	1.046	282	2.382	20.6

### ECU03_0570
ECU03_0570-m1	RAPTORX	6CCR	A	0.894	0.958	30.75	1.190	181	0.882	31.5
ECU03_0570-m1	RAPTORX	6CCT	A	0.850	0.799	24.28	1.030	156	1.779	32.1
ECU03_0570-m1	RAPTORX	6CCU	A	0.831	0.803	23.82	1.032	159	1.610	32.1
ECU03_0570-m1	RAPTORX	6CD8	A	0.779	0.790	23.97	1.005	154	1.461	32.5
ECU03_0570-m1	RAPTORX	6CD8	B	0.763	0.778	22.74	0.989	153	1.601	33.3
ECU03_0570-m1	ALPHAFOLD	6CD8	A	0.789	0.768	20.90	0.962	157	2.094	33.8
ECU03_0570-m1	ALPHAFOLD	6WZX	A	0.812	0.771	21.25	0.984	156	1.936	34.0
ECU03_0570-m1	ALPHAFOLD	6CD8	B	0.767	0.760	20.69	0.949	156	2.076	35.3
ECU03_0570-m1	ALPHAFOLD	6CD9	A	0.723	0.763	19.77	0.931	159	2.454	33.3
ECU03_0570-m1	ALPHAFOLD	6CDC	A	0.763	0.764	20.26	0.962	157	2.043	33.8

### ECU03_0580
ECU03_0580-m1	RAPTORX	5J7T	A	0.696	0.527	22.71	0.671	601	4.510	25.0
ECU03_0580-m1	RAPTORX	5FWI	C	0.698	0.519	24.25	0.657	607	5.024	25.4
ECU03_0580-m1	ALPHAFOLD	5FWI	C	0.440	0.343	10.77	0.883	345	2.876	35.1
ECU03_0580-m1	ALPHAFOLD	5J7T	A	0.439	0.346	11.02	0.885	347	2.799	35.4

### ECU03_0590
ECU03_0590-m1	RAPTORX	2L10	A	0.412	0.444	-1.38	0.093	129	4.365	7.8
ECU03_0590-m1	RAPTORX	1SJ7	C	0.438	0.395	4.51	0.433	116	3.909	6.0
ECU03_0590-m1	RAPTORX	1SJ7	A	0.429	0.382	3.21	0.429	109	3.902	11.0
ECU03_0590-m1	RAPTORX	5NL1	B	0.429	0.348	2.98	0.417	108	3.947	3.7
ECU03_0590-m1	RAPTORX	5NL1	F	0.420	0.323	2.26	0.396	96	3.933	11.5
ECU03_0590-m1	ALPHAFOLD	1AD6	A	0.406	0.420	4.10	0.438	120	4.172	6.7
ECU03_0590-m1	ALPHAFOLD	1GUX	A	0.393	0.390	3.52	0.431	112	4.093	5.4
ECU03_0590-m1	ALPHAFOLD	6FMX	A	0.399	0.425	2.86	0.376	132	4.622	8.3
ECU03_0590-m1	ALPHAFOLD	1O9K	G	0.400	0.430	3.48	0.421	127	4.651	9.4
ECU03_0590-m1	ALPHAFOLD	1O9K	E	0.398	0.429	3.13	0.419	126	4.611	7.1

### ECU03_0600
ECU03_0600-m1	ALPHAFOLD	2DMP	A	0.423	0.435	-0.81	0.129	72	4.131	19.4
ECU03_0600-m1	RAPTORX	2ECB	A	0.450	0.484	0.23	0.140	75	2.827	18.7
ECU03_0600-m1	ALPHAFOLD	5N9G	H	0.439	0.364	4.38	0.395	85	4.304	8.2
ECU03_0600-m1	ALPHAFOLD	2DA6	A	0.429	0.456	-0.95	0.111	78	4.147	15.4
ECU03_0600-m1	ALPHAFOLD	5N9G	C	0.444	0.366	4.50	0.408	81	4.054	8.6
ECU03_0600-m1	ALPHAFOLD	6M3D	C	0.375	0.416	3.55	0.540	58	2.286	20.7
ECU03_0600-m1	RAPTORX	2CUF	A	0.449	0.467	0.27	0.125	71	2.973	16.9
ECU03_0600-m1	RAPTORX	2DA6	A	0.456	0.465	0.17	0.118	68	2.337	16.2
ECU03_0600-m1	RAPTORX	5ZFZ	A	0.474	0.483	6.09	0.736	64	1.482	39.1
ECU03_0600-m1	RAPTORX	5ZFW	A	0.474	0.482	6.04	0.734	64	1.536	39.1

### ECU03_0610
ECU03_0610-m1	RAPTORX	2R5Z	A	0.728	0.541	7.35	0.712	75	2.679	24.0
ECU03_0610-m1	RAPTORX	1PUF	A	0.686	0.528	7.64	0.709	65	2.196	26.2
ECU03_0610-m1	ALPHAFOLD	3A01	A	0.706	0.525	7.41	0.678	60	0.956	16.7
ECU03_0610-m1	ALPHAFOLD	2R5Z	A	0.730	0.511	7.36	0.663	60	1.890	28.3
ECU03_0610-m1	RAPTORX	3A01	A	0.673	0.510	7.32	0.729	63	1.828	17.5
ECU03_0610-m1	RAPTORX	5ZJR	B	0.666	0.493	7.01	0.712	62	1.873	24.2
ECU03_0610-m1	ALPHAFOLD	2DA4	A	0.510	0.541	0.62	0.130	80	3.577	12.5
ECU03_0610-m1	ALPHAFOLD	2LY9	A	0.520	0.531	0.23	0.143	76	4.156	17.1
ECU03_0610-m1	ALPHAFOLD	4J19	B	0.698	0.500	7.08	0.628	59	1.255	18.6
ECU03_0610-m1	RAPTORX	4J19	B	0.673	0.506	7.20	0.729	61	1.593	18.0

### ECU03_0620
ECU03_0620-m1	RAPTORX	4QFG	A	0.776	0.739	39.95	1.089	338	2.882	23.4
ECU03_0620-m1	RAPTORX	4QFR	A	0.766	0.727	38.20	1.071	333	2.861	23.4
ECU03_0620-m1	RAPTORX	6E4W	A	0.771	0.731	38.45	1.071	336	2.938	23.2
ECU03_0620-m1	RAPTORX	6E4U	A	0.765	0.731	38.43	1.071	335	2.856	23.3
ECU03_0620-m1	RAPTORX	6E4T	A	0.779	0.730	38.41	1.064	336	2.978	23.2
ECU03_0620-m1	ALPHAFOLD	5I0B	A	0.715	0.557	24.12	0.977	257	2.559	21.8
ECU03_0620-m1	ALPHAFOLD	4NJD	A	0.707	0.555	24.21	0.970	256	2.569	21.5
ECU03_0620-m1	ALPHAFOLD	2J0I	A	0.696	0.557	24.28	0.965	257	2.571	21.4
ECU03_0620-m1	ALPHAFOLD	5DH3	A	0.719	0.559	24.97	0.939	262	2.773	22.1
ECU03_0620-m1	ALPHAFOLD	2X4Z	A	0.708	0.548	23.54	0.921	259	3.035	21.2

### ECU03_0630
ECU03_0630-m1	RAPTORX	4FIG	B	0.851	0.674	36.29	1.256	270	1.308	23.0
ECU03_0630-m1	RAPTORX	4FIG	A	0.846	0.676	36.42	1.260	270	1.236	23.0
ECU03_0630-m1	RAPTORX	4FIF	B	0.844	0.674	36.13	1.248	270	1.300	22.6
ECU03_0630-m1	RAPTORX	5UPL	A	0.860	0.674	36.18	1.258	269	1.122	22.7
ECU03_0630-m1	RAPTORX	4FIF	A	0.841	0.674	36.07	1.246	270	1.301	23.0
ECU03_0630-m1	ALPHAFOLD	1PHK	A	0.704	0.547	21.57	0.886	241	2.684	22.8
ECU03_0630-m1	ALPHAFOLD	4WNO	A	0.672	0.532	21.54	0.865	234	2.673	24.8
ECU03_0630-m1	ALPHAFOLD	5AUW	A	0.692	0.532	21.55	0.862	236	2.728	27.1
ECU03_0630-m1	ALPHAFOLD	6QAS	A	0.680	0.532	21.59	0.854	236	2.770	24.2
ECU03_0630-m1	ALPHAFOLD	3GU8	A	0.640	0.547	19.96	0.834	247	3.013	25.5

### ECU03_0640
ECU03_0640-m1	ALPHAFOLD	2ZAE	D	0.578	0.587	6.85	0.623	83	3.026	18.1
ECU03_0640-m1	ALPHAFOLD	1X0T	A	0.540	0.586	6.95	0.601	83	2.972	20.5
ECU03_0640-m1	ALPHAFOLD	2ZAE	B	0.523	0.527	5.72	0.542	82	3.687	18.3
ECU03_0640-m1	ALPHAFOLD	2KI7	B	0.483	0.522	1.14	0.164	83	3.501	15.7
ECU03_0640-m1	RAPTORX	3HZ7	A	0.530	0.389	3.89	0.561	60	2.508	3.3
ECU03_0640-m1	RAPTORX	1TIG	A	0.440	0.412	2.90	0.503	66	3.234	3.0
ECU03_0640-m1	ALPHAFOLD	6K0B	H	0.499	0.536	6.06	0.528	83	3.514	19.3
ECU03_0640-m1	RAPTORX	3LVK	B	0.503	0.384	3.58	0.520	61	2.948	3.3
ECU03_0640-m1	RAPTORX	2ZQE	A	0.464	0.383	3.77	0.506	61	3.024	4.9
ECU03_0640-m1	RAPTORX	2M71	A	0.427	0.480	-0.49	0.097	78	3.702	1.3

### ECU03_0650
ECU03_0650-m1	ALPHAFOLD	6ZXH	O	0.942	0.919	22.75	1.091	126	0.659	57.9
ECU03_0650-m1	ALPHAFOLD	6ZXG	O	0.935	0.919	22.60	1.090	126	0.661	57.9
ECU03_0650-m1	ALPHAFOLD	3JAM	O	0.915	0.917	22.22	1.079	127	0.808	59.8
ECU03_0650-m1	ALPHAFOLD	7A1G	Z	0.931	0.917	22.07	1.079	127	0.793	59.8
ECU03_0650-m1	RAPTORX	5XYI	O	0.943	0.958	24.78	1.093	133	1.101	54.1
ECU03_0650-m1	ALPHAFOLD	6ZVI	w	0.918	0.919	22.12	1.073	128	0.941	59.4
ECU03_0650-m1	RAPTORX	5XXU	O	0.845	0.869	18.87	0.982	128	1.790	50.0
ECU03_0650-m1	RAPTORX	6G18	O	0.819	0.901	20.02	0.997	133	1.805	51.1
ECU03_0650-m1	RAPTORX	6G51	O	0.813	0.898	19.90	0.993	133	1.839	51.1
ECU03_0650-m1	RAPTORX	6G53	O	0.813	0.898	19.90	0.993	133	1.839	51.1

### ECU03_0660
ECU03_0660-m1	RAPTORX	3IHP	A	0.714	0.769	29.35	1.048	494	3.189	21.1
ECU03_0660-m1	RAPTORX	3IHP	B	0.718	0.769	28.56	1.013	496	3.209	21.4
ECU03_0660-m1	ALPHAFOLD	6AQR	A	0.501	0.432	14.66	0.848	279	3.017	21.1
ECU03_0660-m1	ALPHAFOLD	6T9L	K	0.511	0.428	13.39	0.838	276	2.918	22.5
ECU03_0660-m1	ALPHAFOLD	4ZUX	U	0.507	0.428	14.23	0.843	277	2.999	22.0
ECU03_0660-m1	ALPHAFOLD	3MHS	A	0.472	0.435	13.28	0.815	282	3.125	22.3
ECU03_0660-m1	ALPHAFOLD	4ZUX	Z	0.505	0.430	14.00	0.836	278	3.007	22.3
ECU03_0660-m1	RAPTORX	4WA6	D	0.492	0.390	14.79	0.841	249	2.727	23.7
ECU03_0660-m1	RAPTORX	3JCR	V	0.488	0.417	13.22	0.674	284	3.798	15.8
ECU03_0660-m1	RAPTORX	6AQR	A	0.479	0.409	14.85	0.832	263	2.947	22.4

### ECU03_0670
ECU03_0670-m1	RAPTORX	3PUF	A	0.810	0.862	29.69	1.162	210	1.097	35.7
ECU03_0670-m1	RAPTORX	3P56	A	0.783	0.829	26.03	1.120	207	1.498	33.8
ECU03_0670-m1	RAPTORX	3PUF	P	0.787	0.842	27.23	1.137	207	1.127	36.2
ECU03_0670-m1	RAPTORX	3KIO	A	0.762	0.819	24.98	1.072	205	1.550	36.1
ECU03_0670-m1	RAPTORX	1I39	A	0.839	0.749	24.14	1.051	195	1.849	32.3
ECU03_0670-m1	ALPHAFOLD	3PUF	G	0.808	0.857	26.78	1.081	220	1.840	35.0
ECU03_0670-m1	ALPHAFOLD	1IO2	A	0.798	0.758	23.09	0.990	201	2.176	37.8
ECU03_0670-m1	ALPHAFOLD	1I3A	A	0.842	0.736	23.84	1.002	193	1.858	32.1
ECU03_0670-m1	ALPHAFOLD	1UAX	A	0.812	0.759	22.81	0.984	202	2.098	36.6
ECU03_0670-m1	ALPHAFOLD	3P56	A	0.802	0.841	26.02	1.055	221	2.110	32.6

### ECU03_0680
ECU03_0680-m1	RAPTORX	4XYJ	H	0.916	0.760	46.92	1.721	709	1.149	33.3
ECU03_0680-m1	RAPTORX	4XYJ	F	0.889	0.762	46.47	1.730	709	1.006	33.4
ECU03_0680-m1	RAPTORX	4XYJ	C	0.892	0.761	46.41	1.719	709	1.091	33.3
ECU03_0680-m1	RAPTORX	4XYJ	D	0.889	0.761	46.42	1.718	709	1.063	33.4
ECU03_0680-m1	RAPTORX	4XYJ	G	0.890	0.760	46.29	1.712	709	1.124	33.3
ECU03_0680-m1	ALPHAFOLD	3O8O	G	0.879	0.743	38.16	1.530	706	1.766	33.9
ECU03_0680-m1	ALPHAFOLD	3O8O	A	0.876	0.743	37.99	1.526	706	1.765	33.9
ECU03_0680-m1	ALPHAFOLD	3O8O	C	0.877	0.743	37.95	1.525	706	1.776	33.9
ECU03_0680-m1	ALPHAFOLD	3O8O	E	0.876	0.745	37.94	1.525	708	1.813	34.0
ECU03_0680-m1	ALPHAFOLD	4XYK	D	0.882	0.746	37.58	1.484	715	2.070	32.7

