Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q8SQL0	Q8SQL0_ENCCU	unreviewed	NOP5-LIKE NUCLEOLAR PROTEIN	ECU09_1600	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	492
Q8SQT1	Q8SQT1_ENCCU	unreviewed	PROTEIN OF THE SYNTAXIN/EPIMORPHIN FAMILY	ECU11_1560	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	274
Q8SR06	Q8SR06_ENCCU	unreviewed	40S RIBOSOMAL PROTEIN S24	ECU10_1570i	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	126
Q8SRN5	Q8SRN5_ENCCU	unreviewed	SOMA FERRITIN	ECU06_1380	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	176
Q8SS08	Q8SS08_ENCCU	unreviewed	Putative AMINOACID TRANSPORTER	ECU05_0160	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	427
Q8SS52	Q8SS52_ENCCU	unreviewed	RAS-RELATED GTP-BINDING PROTEIN RAB11	ECU04_0680	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	238
Q8STS9	Q8STS9_ENCCU	unreviewed	Putative uncharacterized protein ECU09_0810	ECU09_0810	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	615
Q8SUW1	Q8SUW1_ENCCU	unreviewed	Similarity to ribosomal protein L5	ECU07_1530	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	901
Q8SVZ2	Q8SVZ2_ENCCU	unreviewed	Similarity to RAS-RELATED CELL DIVISION PROTEIN 42	ECU03_1560	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	179
Q8SW94	Q8SW94_ENCCU	unreviewed	Similarity to HYPOTHETICAL ATP-BINDING PROTEIN YJ42_yeast	ECU02_1430	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	270
Q8SQK3	Q8SQK3_ENCCU	unreviewed	VACUOLAR ATP SYNTHASE 95kDa SUBUNIT	ECU09_1790	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	700
Q8SR51	Q8SR51_ENCCU	unreviewed	HIV1-TAT INTERACTING PROTEIN 60kDa HOMOLOG (SAS/MOZ FAMILY)	ECU10_0660	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	377
Q8SRV3	Q8SRV3_ENCCU	unreviewed	Putative NUCLEAR PROTEIN OF THE G10 FAMILY	ECU05_1230	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	140
Q8SRW0	Q8SRW0_ENCCU	unreviewed	CENTROMERE/MICROTUBULE BINDING PROTEIN	ECU05_1020	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	357
Q8STS1	Q8STS1_ENCCU	unreviewed	Similarity to DNA repair and recombination RAD22	ECU09_0930	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	204
Q8SUB8	Q8SUB8_ENCCU	unreviewed	Similarity to HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YSX3_CAEEL	ECU10_1440	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	234
Q8SW02	Q8SW02_ENCCU	unreviewed	Similarity to RAS-LIKE GTP-BINDING PROTEIN YPT1	ECU03_1430	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	201
Q8SWI0	Q8SWI0_ENCCU	unreviewed	Similarity to GLYCEROPHOSPHORYLDIESTER PHOSPHODIESTERASE	ECU01_1380	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	431
Q8SRD3	Q8SRD3_ENCCU	unreviewed	DNA-DIRECTED RNA POLYMERASE III 25kDa POLYPEPTIDE	ECU08_0650	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	176
Q8SRM9	Q8SRM9_ENCCU	unreviewed	METHIONINE PERMEASE	ECU06_1480	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	394
Q8SSD9	Q8SSD9_ENCCU	unreviewed	DOLICHOL-PHOSPHATE MANNOSE PROTEIN MANNOSYLTRANSFERASE	ECU02_1300	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	671
Q8SSI5	Q8SSI5_ENCCU	unreviewed	ISOPENTENYL-DIPHOSPHATE-DELTA-ISOMERASE II	ECU02_0230	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	229
Q8SQJ5	Q8SQJ5_ENCCU	unreviewed	BELONGS TO THE CYTIDINE AND DEOXYCYTIDYLATE DEAMINASE FAMILY	ECU09_1960	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	150
Q8SQV5	Q8SQV5_ENCCU	unreviewed	TRANSLATION ELONGATION FACTOR 2 (EF2)	ECU11_1120	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	678
Q8SSC0	Q8SSC0_ENCCU	unreviewed	PHOSPHATIDYLINOSITOL-4-PHOSPHATE-5-KINASE	ECU03_0330	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	296
Q8SUJ2	Q8SUJ2_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1860	ECU08_1860	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	199
Q8SVI6	Q8SVI6_ENCCU	unreviewed	Putative uncharacterized protein ECU05_1080	ECU05_1080	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	387
Q8SVY4	Q8SVY4_ENCCU	unreviewed	Putative uncharacterized protein ECU04_0120	ECU04_0120	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	491
Q8SS04	Q8SS04_ENCCU	unreviewed	GLYCEROL 3-PHOSPHATE DEHYDROGENASE	ECU05_0270	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	345
Q8SU10	Q8SU10_ENCCU	unreviewed	Similarity to Myb-related transcription factor	ECU11_1690	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	208
Q8SV85	Q8SV85_ENCCU	unreviewed	Putative uncharacterized protein ECU06_1280	ECU06_1280	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	258
Q8SQN9	Q8SQN9_ENCCU	unreviewed	HISTONE DEACETYLASE	ECU09_0670	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	344
Q8SR24	Q8SR24_ENCCU	unreviewed	CASEIN KINASE II BETA 2 SUBUNIT (BETA PRIME)	ECU10_1200i	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	205
Q8SS71	Q8SS71_ENCCU	unreviewed	TRANSCRIPTION ELONGATION FACTOR SII	ECU04_0180	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	257
Q8SWA2	Q8SWA2_ENCCU	unreviewed	Putative uncharacterized protein ECU02_1290	ECU02_1290	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	440
Q8SR58	Q8SR58_ENCCU	unreviewed	Putative OXIDOREDUCTASE OF THE SHORT CHAIN DEHYDROGENASE/REDUCTASE FAMILY	ECU10_0560	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	414
Q8SRS3	Q8SRS3_ENCCU	unreviewed	TRANSCRIPTION INITIATION FACTOR TFIIE BETA SUBUNIT	ECU06_0350	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	247
Q8SVI2	Q8SVI2_ENCCU	unreviewed	Putative uncharacterized protein ECU05_1130	ECU05_1130	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	377
Q8SWK0	Q8SWK0_ENCCU	unreviewed	BINDS MICROTUBULES	ECU01_1030	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	387
Q8SQQ6	Q8SQQ6_ENCCU	unreviewed	TRANSLATION INITIATION FACTOR IF-2P	ECU09_0070	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	659
Q8SQM8	Q8SQM8_ENCCU	unreviewed	PYRUVATE DEHYDROGENASE E1 COMPONENT ALPHA SUBUNIT	ECU09_1040	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	349
Q8SQR1	Q8SQR1_ENCCU	unreviewed	UBIQUITIN CONJUGATING ENZYME E2-16kDa	ECU11_1990	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	175
Q8SQX1	Q8SQX1_ENCCU	unreviewed	DNA REPLICATION LICENSING FACTOR MCM4	ECU11_0800	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	681
Q8SQZ5	Q8SQZ5_ENCCU	unreviewed	LEUCINE-RICH RAS SUPPRESSOR PROTEIN	ECU11_0170	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	269
Q8SRC6	Q8SRC6_ENCCU	unreviewed	BELONGS TO THE XPF/ERCC4/RAD1 FAMILY	ECU08_0760	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	768
Q8SS50	Q8SS50_ENCCU	unreviewed	Serine/threonine-protein phosphatase (EC 3.1.3.16)	ECU04_0700	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	301
Q8SSG0	Q8SSG0_ENCCU	unreviewed	SIGNAL PEPTIDASE 18kDa SUBUNIT	ECU02_0760	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	175
Q8SW96	Q8SW96_ENCCU	unreviewed	Similarity to HYPOTHETICAL WD-REPEAT PROTEIN YN57_yeast	ECU02_1400	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	408
Q8SRS4	Q8SRS4_ENCCU	unreviewed	DNA REPLICATION LICENSING FACTOR OF THE MCM FAMILY MCM5	ECU06_0340	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	696
Q8SSF3	Q8SSF3_ENCCU	unreviewed	60S RIBOSOMAL PROTEIN L35A (L33)	ECU02_0900	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	113
Q8SUA2	Q8SUA2_ENCCU	unreviewed	Putative uncharacterized protein ECU10_1710	ECU10_1710	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	263
Q8SUX7	Q8SUX7_ENCCU	unreviewed	Similarity to formin	ECU07_1220	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	781
Q8SVD0	Q8SVD0_ENCCU	unreviewed	Putative SKT5-like protein	ECU06_0540	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	388
Q8SSH8	Q8SSH8_ENCCU	unreviewed	SEC1-LIKE SYNTAXIN-BINDING PROTEIN	ECU02_0430	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	498
Q8SV84	Q8SV84_ENCCU	unreviewed	Similarity to HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YMD8_yeast	ECU06_1290	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	307
Q8SR55	Q8SR55_ENCCU	unreviewed	DNA REPLICATION FACTOR A PROTEIN 1	ECU10_0600	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	623
Q8SSJ1	Q8SSJ1_ENCCU	unreviewed	WD-REPEAT PROTEIN SIMILAR TO CELL DIVISION CONTROL PROTEIN 4 / SEL10 PROTEIN	ECU01_1300	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	423
Q8SQX7	Q8SQX7_ENCCU	unreviewed	MANNOSE-1-PHOSPHATE GUANYLYLTRANSFERASE	ECU11_0690	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	345
Q8SR14	Q8SR14_ENCCU	unreviewed	UBIQUITIN LIGASE	ECU10_1380	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	2410
Q8SRB7	Q8SRB7_ENCCU	unreviewed	KINESIN-LIKE PROTEIN	ECU08_0890	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	420
Q8SS81	Q8SS81_ENCCU	unreviewed	Glycylpeptide N-tetradecanoyltransferase (EC 2.3.1.97)	ECU03_1350	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	355
Q8SQZ8	Q8SQZ8_ENCCU	unreviewed	PEPTIDYL-PROLYL CIS-TRANS ISOMERASE (CYCLOPHILIN)	ECU10_1760	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	200
Q8SV76	Q8SV76_ENCCU	unreviewed	Putative uncharacterized protein ECU06_1390	ECU06_1390	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	648
Q8SW56	Q8SW56_ENCCU	unreviewed	Putative uncharacterized protein ECU03_0530	ECU03_0530	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	176
Q8SQP5	Q8SQP5_ENCCU	unreviewed	DNA polymerase (EC 2.7.7.7)	ECU09_0430	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	974
Q8SR02	Q8SR02_ENCCU	unreviewed	INVOLVED IN mRNA DECAY CONTROL (DNA2/NAM7 HELICASE FAMILY)	ECU10_1640	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	782
Q8SR25	Q8SR25_ENCCU	unreviewed	UBIQUITIN FUSION DEGRADATION PROTEIN 1	ECU10_1180	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	227
Q8SSA4	Q8SSA4_ENCCU	unreviewed	Ribonuclease (EC 3.1.26.-)	ECU03_0670	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	239
Q8SSK8	Q8SSK8_ENCCU	unreviewed	UBIQUITIN CONJUGATING ENZYME E2	ECU01_0940	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	204
Q8SQQ4	Q8SQQ4_ENCCU	unreviewed	ER PROTEIN-TRANSLOCATION COMPLEX	ECU09_0130	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	410
Q8SR41	Q8SR41_ENCCU	unreviewed	NUCLEAR PROTEIN OF THE GLUTATHIONE-S-TRANSFERASE FAMILY	ECU10_0830	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	233
Q8SRC7	Q8SRC7_ENCCU	unreviewed	ATP BINDING PROTEIN (MRP/MBP35 family)	ECU08_0740	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	239
Q8STT4	Q8STT4_ENCCU	unreviewed	Putative uncharacterized protein ECU09_0740	ECU09_0740	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	317
Q8SUP3	Q8SUP3_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1090	ECU08_1090	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	613
Q8SRQ5	Q8SRQ5_ENCCU	unreviewed	SEC63-LIKE PROTEIN	ECU06_0870	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	554
Q8SRV1	Q8SRV1_ENCCU	unreviewed	ATP-DEPENDENT RNA HELICASE (PRE-mRNA SPLICING)	ECU05_1270	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	426
Q8SSA1	Q8SSA1_ENCCU	unreviewed	NUCLEOLAR PROTEIN OF THE GAR FAMILY	ECU03_0730	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	293
Q8SQT3	Q8SQT3_ENCCU	unreviewed	ZINC TRANSPORTER	ECU11_1510	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	334
Q8SRE9	Q8SRE9_ENCCU	unreviewed	DNA-DIRECTED RNA POLYMERASE I	ECU08_0320	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	144
Q8SRH9	Q8SRH9_ENCCU	unreviewed	VACUOLAR ATP SYNTHASE 16kDa PROTEOLIPID SUBUNIT	ECU07_1350	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	154
Q8SSK4	Q8SSK4_ENCCU	unreviewed	CDP-DIACYLGLYCEROL INOSITOL-3-PHOSPHATIDYLTRANSFERASE	ECU01_1000	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	196
Q8SRS5	Q8SRS5_ENCCU	unreviewed	PEPTIDYL PROLYL CIS TRANS ISOMERASE (NIMA-INTERACTING)	ECU06_0330	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	150
Q8SSD1	Q8SSD1_ENCCU	unreviewed	GOLGI MEMBRANE PROTEIN	ECU03_0150	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	292
Q8SUY1	Q8SUY1_ENCCU	unreviewed	Putative uncharacterized protein ECU07_1170	ECU07_1170	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	357
Q8SSE5	Q8SSE5_ENCCU	unreviewed	DNA REPLICATION LICENSING FACTOR OF THE MCM FAMILY (MCM4)	ECU02_1150	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	708
Q8SRW5	Q8SRW5_ENCCU	unreviewed	PHOSPHATIDYLINOSITOL TRANSFER PROTEIN	ECU05_0930	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	251
Q8SS63	Q8SS63_ENCCU	unreviewed	DNA topoisomerase 2 (EC 5.99.1.3)	ECU04_0350	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	1144
Q8SU56	Q8SU56_ENCCU	unreviewed	Putative uncharacterized protein ECU11_0700	ECU11_0700	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	118
Q8SS15	Q8SS15_ENCCU	unreviewed	DNA-directed RNA polymerase (EC 2.7.7.6)	ECU04_1400	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	1395
Q8SWF7	Q8SWF7_ENCCU	unreviewed	Putative uncharacterized protein ECU02_0300	ECU02_0300	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	335
Q8SR03	Q8SR03_ENCCU	unreviewed	CHOLINE PHOSPHATE CYTIDYLYLTRANSFERASE	ECU10_1590	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	278
Q8SRM5	Q8SRM5_ENCCU	unreviewed	ER lumen protein retaining receptor	ECU06_1570	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	238
Q8SR31	Q8SR31_ENCCU	unreviewed	DNAJ-LIKE PROTEIN	ECU10_1100	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	228
Q8SRA3	Q8SRA3_ENCCU	unreviewed	TYPE II PROTEIN FARNESYLTRANSFERASE BETA SUBUNIT	ECU08_1290	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	358
Q8SS55	Q8SS55_ENCCU	unreviewed	AMINOPEPTIDASE P-LIKE PROTEIN	ECU04_0600	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	586
Q8SS68	Q8SS68_ENCCU	unreviewed	POTENTIAL TRANSCRIPTIONAL ADAPTATOR	ECU04_0230	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	344
Q8SSE3	Q8SSE3_ENCCU	unreviewed	DNA ligase (EC 6.5.1.1)	ECU02_1220	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	589
Q8SR36	Q8SR36_ENCCU	unreviewed	UBIQUITIN-CONJUGATING ENZYME E2 SUBUNIT	ECU10_0940	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	158
Q8SQZ9	Q8SQZ9_ENCCU	unreviewed	3-HYDROXY-3-METHYLGLUTARYL CoA REDUCTASE	ECU10_1720	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	474
Q8SSB5	Q8SSB5_ENCCU	unreviewed	GTP-BINDING ADP RIBOSYLATION FACTOR (ARF)	ECU03_0470	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	191
Q8SR82	Q8SR82_ENCCU	unreviewed	VACUOLAR ATP SYNTHASE SUBUNIT D	ECU10_0140	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	212
Q8SS58	Q8SS58_ENCCU	unreviewed	ABC TRANSPORTER	ECU04_0480	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	555
Q8SS79	Q8SS79_ENCCU	unreviewed	SEC18-LIKE VESICULAR FUSION PROTEIN	ECU03_1410	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	678
Q8SRC2	Q8SRC2_ENCCU	unreviewed	60S RIBOSOMAL PROTEIN L4	ECU08_0830	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	335
Q8SRC4	Q8SRC4_ENCCU	unreviewed	8-OXOGUANINE DNA GLYCOSYLASE	ECU08_0770	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	290
Q8SRX4	Q8SRX4_ENCCU	unreviewed	SER/THR PROTEIN PHOSPHATASE PP2-A REGULATORY SUBUNIT B	ECU05_0810	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	368
Q8SW47	Q8SW47_ENCCU	unreviewed	Similarity to DIS3 PROTEIN (RNASE II FAMILY)	ECU03_0700	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	835
Q8SR60	Q8SR60_ENCCU	unreviewed	Uracil-DNA glycosylase (EC 3.2.2.27)	ECU10_0530	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	286
Q8STX6	Q8STX6_ENCCU	unreviewed	Putative leucine repeat-rich protein	ECU09_0200	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	399
Q8SVZ8	Q8SVZ8_ENCCU	unreviewed	Putative uncharacterized protein ECU03_1500	ECU03_1500	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	119
Q8SQN8	Q8SQN8_ENCCU	unreviewed	LA RIBONUCLEOPROTEIN	ECU09_0680	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	296
Q8SR08	Q8SR08_ENCCU	unreviewed	ABC TRANSPORTER	ECU10_1520	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	678
Q8SRM0	Q8SRM0_ENCCU	unreviewed	26S PROTEASOME REGULATORY SUBUNIT 10	ECU07_0190	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	390
Q8SRZ4	Q8SRZ4_ENCCU	unreviewed	CLEAVAGE AND POLYADENYLATION SPECIFICITY FACTOR 100kDa SUBUNIT	ECU05_0390	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	639
Q8SQL9	Q8SQL9_ENCCU	unreviewed	40S RIBOSOMAL PROTEIN S15A (S22 in yeast)	ECU09_1350	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	128
Q8SR47	Q8SR47_ENCCU	unreviewed	DNA MISMATCH REPAIR PROTEIN OF THE MUTS FAMILY	ECU10_0710	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	922
Q8SUC7	Q8SUC7_ENCCU	unreviewed	Putative uncharacterized protein ECU10_1270	ECU10_1270	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	226
Q8SRP7	Q8SRP7_ENCCU	unreviewed	RNA 3'TERMINAL PHOSPHATE CYCLASE	ECU06_1030	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	341
Q8SRV9	Q8SRV9_ENCCU	unreviewed	Proliferating cell nuclear antigen	ECU05_1030	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	267
Q8SSD5	Q8SSD5_ENCCU	unreviewed	SECRETORY PATHWAY GDP DISSOCIATION INHIBITOR ALPHA	ECU02_1410	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	429
Q8SRT6	Q8SRT6_ENCCU	unreviewed	COMPONENT OF THE 20S CYCLOSOME/ANAPHASE-PROMOTING COMPLEX	ECU06_0150	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	460
Q8SUC6	Q8SUC6_ENCCU	unreviewed	Putative uncharacterized protein ECU10_1290	ECU10_1290	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	159
Q8SR38	Q8SR38_ENCCU	unreviewed	LONG CHAIN FATTY ACID CoA LIGASE	ECU10_0910	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	708
Q8SR39	Q8SR39_ENCCU	unreviewed	LONG CHAIN FATTY ACID CoA LIGASE	ECU10_0890	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	626
Q8SS66	Q8SS66_ENCCU	unreviewed	PROTEIN TYROSINE PHOSPHATASE	ECU04_0300	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	245
Q8STQ4	Q8STQ4_ENCCU	unreviewed	Putative uncharacterized protein ECU09_1180	ECU09_1180	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	233
Q8STW7	Q8STW7_ENCCU	unreviewed	Similarity to NON-MUSCLE ALPHA ACTININ	ECU09_0290	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	565
Q8SVS6	Q8SVS6_ENCCU	unreviewed	Similarity to PUTATIVE AMINOACID TRANSPORTER YEU9_yeast	ECU04_1190	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	403
Q8SRQ4	Q8SRQ4_ENCCU	unreviewed	CULLIN HOMOLOG (CDC53 family)	ECU06_0880	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	690
Q8SRH4	Q8SRH4_ENCCU	unreviewed	CATION-TRANSPORTING ATPase	ECU07_1500	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	1146
Q8SSB2	Q8SSB2_ENCCU	unreviewed	VACUOLAR ATP SYNTHASE SUBUNIT C (V-ATPASE 42kDa SUBUNIT)	ECU03_0500	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	353
Q8SRC9	Q8SRC9_ENCCU	unreviewed	PROTEIN INVOLVED IN RETRIEVAL OF ER MEMBRANE PROTEINS FROM THE EARLY GOLGI COMPARTMENT	ECU08_0700	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	166
Q8SS06	Q8SS06_ENCCU	unreviewed	NADPH CYTOCHROME P450 REDUCTASE	ECU05_0240	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	510
Q8SV02	Q8SV02_ENCCU	unreviewed	Putative uncharacterized protein ECU07_0900	ECU07_0900	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	372
Q8SV30	Q8SV30_ENCCU	unreviewed	Similarity to HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YAB9_SCHPO	ECU07_0450	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	898
Q8SW15	Q8SW15_ENCCU	unreviewed	Putative uncharacterized protein ECU03_1240	ECU03_1240	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	317
Q8SWN0	Q8SWN0_ENCCU	unreviewed	Putative uncharacterized protein ECU01_0560	ECU01_0560	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	588
Q8SR19	Q8SR19_ENCCU	unreviewed	Serine/threonine-protein phosphatase (EC 3.1.3.16)	ECU10_1280	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	301
Q8SSG5	Q8SSG5_ENCCU	unreviewed	HSB-LIKE CHAPERONE	ECU02_0690	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	151
Q8SUN0	Q8SUN0_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1340	ECU08_1340	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	409
Q8SVE5	Q8SVE5_ENCCU	unreviewed	Putative uncharacterized protein ECU06_0180	ECU06_0180	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	780
